도표번호,사고유형경로,사고상황,기본과실_A,기본과실_B,시나리오별과실,A가감요소,B가감요소,관련법규,판례및조정사례,동영상URL,이미지URL,페이지URL
차51-1,"Main > 기타 유형의 사고(주차장,회전교차로 등) > 주차장 사고 > 통로주행 대 주차구획 출차",⊙ 주차장 내에서 통행로를 주행하는 A차량과 주차구역에서 전진 내지 후진하여 통행로로 출차하는 B차량이 충돌한 사고이다.,30,70,,A 서행 불이행(+10) | A 역주행(화살표 반대 주행)(+10) | A 현저한 과실(+10) | A 중대한 과실(+20) | A 후진(+10),B 서행 불이행(급하게 출차)(+10) | B 현저한 과실(+10) | B 중대한 과실(+20) | B 차량 앞부분 내밀고 대기 후 출차(-10) | B 후진(+10),도로교통법 제18조(횡단 등의 금지): ③ 차마의 운전자는 길가의 건물이나 주차장 등에서 도로에 들어갈 때에는 일단 정지한 후에 안전한지 확인하면서 서행하여야 한다.,서울중앙지방법원 2015. 12. 18. 선고 2015나37411 판결,https://accident.knia.or.kr/video/car51-1.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차51-1&chartType=1
차51-2,"Main > 기타 유형의 사고(주차장,회전교차로 등) > 주차장 사고 > 주차구획으로 선행진입 개시 대 통로진행 추월",⊙ 주차구획으로 주차를 하기 위해 후진으로 선행 진입을 시도 중인 A차량의 회전반경 내로 후행하던 B차량이 추월하다가 충돌한 사고이다.,40,60,,A 주차 신호불이행·지연(+10) | A 현저한 과실(+10) | A 중대한 과실(+20),B 서행 불이행(+10) | B 현저한 과실(+10) | B 중대한 과실(+20),"도로교통법 제18조(횡단 등의 금지): ① 차마의 운전자는 보행자나 다른 차마의 정상적인 통행을 방해할 우려가 있는 경우에는 차마를 운전하여 도로를 횡단하거나 유턴 또는 후진하여서는 아니 된다. ③ 차마의 운전자는 길가의 건물이나 주차장 등에서 도로에 들어갈 때에는 일단 정지한 후 에 안전한지 확인하면서 서행하여야 한다. || 도로교통법 제21조(앞지르기 방법 등): ① 모든 차의 운전자는 다른 차를 앞지르려면 앞차의 좌측으로 통행하여야 한다. ③ 제1항과 제2항의 경우 앞지르려고 하는 모든 차의 운전자는 반대방향의 교통과 앞차 앞쪽의 교통에도 주의를 충분히 기울여야 하며, 앞차의 속도·진로와 그 밖의 도로상황에 따라 방향지시기·등화 또는 경음기를 사용하는 등 안전한 속도와 방법으로 앞지르기를 하여야 한다. || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야 한다.",서울중앙지방법원 2017. 11. 24. 선고 2017나44215 판결 || 서울중앙지방법원 2019. 12. 20. 선고 2019나38627 판결,https://accident.knia.or.kr/video/car51-2.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차51-2&chartType=1
차52-1,"Main > 기타 유형의 사고(주차장,회전교차로 등) > 문 열림 사고 > 후행 직진 대 문 열림",⊙ B차량이 도로(갓길 포함)에서 주·정차 중에 좌(우)측 문을 열면서 동일 방향 후방에서 진행해오는 A차량과 B차량의 문이 충돌한 사고이다.,20,80,,A 문 열림의 예측 가능성 존재(+10) | A 현저한 과실(+10) | A 중대한 과실(+20),야간(+10) | B 주행 차로 쪽 문 열림(+10) | B 급 박한 문 열림(+10) | B 신호불이행·지연(+10) | B 버스·택시 대중교통 승강장에서 문 열림(-20),"도로교통법 제49조(모든 운전자의 준수사항 등): ① 모든 차 또는 노면전차의 운전자는 다음 각 호의 사항을 지켜야 한다. 7. 운전자는 안전을 확인하지 아니하고 차 또는 노면전차의 문을 열거나 내려서는 아니 되며, 동승자가 교통의 위험을 일으키지 아니하도록 필요한 조치를 할 것 || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우와 회전교차로에 진입하거나 회전교차로에서 진출하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야 한다. ② 제1항의 신호를 하는 시기와 방법은 대통령령으로 정한다.",서울중앙지방법원 2016. 10. 20. 선고 2016나1839 판결,https://accident.knia.or.kr/video/car52-1.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차52-1&chartType=1
차53-1,"Main > 기타 유형의 사고(주차장,회전교차로 등) > 횡단보도 횡단 차량 > 횡단보도(보행자적색) 횡단 대 신호에 따라 직진(좌회전)",⊙ 신호등이 설치된 교차로에서 횡단보도 보행자 적색신호에 횡단하는 A이륜차량과 신호에 따라 정상 직진(좌회전)하는 B차량이 충돌한 사고이다. A차량이 승용차인 경우도 준용한다.,100,0,,A 현저한 과실(+10) | A 중대한 과실(+20),B 현저한 과실(+10) | B 중대한 과실(+20),"도로교통법 제2조(정의): 13. 교차로란 ‘십(十)’자로, ‘T’자로나 그 밖에 둘 이상의 도로(보도와 차도가 구분되어 있는 도로에서는 차도를 말한다)가 교차하는 부분을 말한다. || 도로교통법 제5조(신호 또는 지시에 따를 의무): ① 도로를 통행하는 보행자, 차마 또는 노면전차의 운전자는 교통안전시설이 표시하는 신호 또는 지시와 다음 각 호의 어느 하나에 해당하는 사람이 하는 신호 또는 지시를 따라야 한다. 1. 교통정리를 하는 경찰공무원(의무경찰을 포함한다. 이하 같다) 및 제주특별자치도의 자치경찰공무원(이하 자치경찰공무원이라 한다) ②. 경찰공무원(자치경찰공무원을 포함한다. 이하 같다) 을 보조하는 사람으로서 대통령령으로정하는 사람(이하 경찰보조자라 한다) || 도로교통법 제18조(횡단 등의 금지): ① 차마의 운전자는 보행자나 다른 차마의 정상적인 통행을 방해할 우려가 있는 경우에는 차마를 운전하여 도로를 횡단하거나 유턴 또는 후진하여서는 아니 된다. || 도로교통법 제25조(교차로 통행방법): ⑤ 모든 차 또는 노면전차의 운전자는 신호기로 교통정리를 하고 있는 교차로에 들어가려는 경우에는 진행하려는 진로의 앞쪽에 있는 차 또는 노면전차의 상황에 따라 교차로(정지선이 설치되어 있는 경우에는 그 정지선을 넘은 부분을 말한다)에 정지하게 되어 다른 차 또는 노면전차의 통행에 방해가 될 우려가 있는 경우에는 그 교차로에 들어가서는 아니 된다.",대법원 2005. 5. 13. 선고 2005다7177 판결 || 서울중앙지방법원 2020. 2. 19. 선고 2019나50719 판결,https://accident.knia.or.kr/video/car53-1.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차53-1&chartType=1
차54-1,"Main > 기타 유형의 사고(주차장,회전교차로 등) > 회전교차로 사고 > 회전 1차로 회전 대 진입","⊙ 1차로형 회전교차로에서, 먼저 진입하여 회전교차로 내에서 회전 중인 A차량과 회전교차로로 진입하는 A차량과 충돌한 사고이다.
⊙ 2차로형 이상의 회전교차로의 경우, 먼저 진입하여 회전교차로 내 우측 가장자리 차로에서 회전 중인 A차량과 회전교차로로 진입하는 B차량과 충돌한 사고이다.",20,80,,A 서행 불이행(+10) | A 현저한 과실(+10) | A 중대한 과실(+20),B 서행 불이행(+10) | B 현저한 과실(+10) | B 중대한 과실(+20) | B 일시정지(-10) | B 명확한 선진입(-10) | B 진입신호불이행·지연(+10),"도로교통법 제2조(정의): 이 법에서 사용하는 용어의 뜻은 다음과 같다. 13의2. 회전교차로란 교차로 중 차마가 원형의 교통섬(차마의 안전하고 원활한 교통처리나 보행자 도로횡단의 안전을 확보하기 위하여 교차로 또는 차도의 분기점 등에 설치하는 섬모양의 시설을 말한다)을 중심으로 반시계방향으로 통행하도록 한 원형의 도로를 말한다. || 도로교통법 제25조의2(회전교차로 통행방법): ① 모든 차의 운전자는 회전교차로에서는 반시계방향으로 통행하여야 한다. ② 모든 차의 운전자는 회전교차로에 진입하려는 경우에는 서행하거나 일시정지하여야 하며, 이미 진행하고 있는 다른 차가 있는 때에는 그 차에 진로를 양보하여야 한다. ③ 제1항 및 제2항에 따라 회전교차로 통행을 위하여 손이나 방향지시기 또는 등화로써 신호를 하는 차가 있는 경우 그 뒤차의 운전자는 신호를 한 앞차의 진행을 방해하여서는 아니된다. || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우와 회전교차로에 진입하거나 회전교차로에서 진출하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야 한다. || 도로교통법 제48조(안전운전 및 친환경 경제운전의 의무): ① 모든 차 또는 노면전차의 운전자는 차 또는 노면전차의 조향장치와 제동장치, 그 밖의 장치를 정확하게 조작하여야 하며, 도로의 교통상황과 차 또는 노면전차의 구조 및 성능에 따라 다른 사람에게 위험과 장해를 주는 속도나 방법으로 운전하여서는 아니 된다.",,,https://accident.knia.or.kr/images/capture/차54-1_case1.PNG,https://accident.knia.or.kr/myaccident-content?chartNo=차54-1&chartType=1
차54-2,"Main > 기타 유형의 사고(주차장,회전교차로 등) > 회전교차로 사고 > 회전 2차로 이상 회전 대 대(大)진입","⊙ 2차로형 회전교차로에서 내부 1차로를 회전 중인 A차량과 회전교차로 내부 2차로를 거쳐 1차로까지 크게 진입(대진입)하는 B차량이 충돌한 사고이다.
⊙ 3차로 이상 회전교차로에서도 준용된다.",10,90,,A 서행 불이행(+10) | A 현저한 과실(+10) | A 중대한 과실(+20),B 서행 불이행(+10) | B 현저한 과실(+10) | B 중대한 과실(+20) | B 일시정지(-10) | B 명확한 선진입(-10) | B 진입신호불이행·지연(+10),"도로교통법 제2조(정의): 이 법에서 사용하는 용어의 뜻은 다음과 같다. 13의2. 회전교차로란 교차로 중 차마가 원형의 교통섬(차마의 안전하고 원활한 교통처리나 보행자 도로횡단의 안전을 확보하기 위하여 교차로 또는 차도의 분기점 등에 설치하는 섬모양의 시설을 말한다)을 중심으로 반시계방향으로 통행하도록 한 원형의 도로를 말한다. || 도로교통법 제19조(안전거리 확보 등): ③ 모든 차의 운전자는 차의 진로를 변경하려는 경우에 그 변경하려는 방향으로 오고 있는 다른 차의 정상적인 통행에 장애를 줄 우려가 있을 때에는 진로를 변경하여서는 아니 된다. || 도로교통법 제25조의2(회전교차로 통행방법): ① 모든 차의 운전자는 회전교차로에서는 반시계방향으로 통행하여야 한다. ② 모든 차의 운전자는 회전교차로에 진입하려는 경우에는 서행하거나 일시정지하여야 하며, 이미 진행하고 있는 다른 차가 있는 때에는 그 차에 진로를 양보하여야 한다. ③ 제1항 및 제2항에 따라 회전교차로 통행을 위하여 손이나 방향지시기 또는 등화로써 신호를 하는 차가 있는 경우 그 뒤차의 운전자는 신호를 한 앞차의 진행을 방해하여서는 아니된다. || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우와 회전교차로에 진입하거나 회전교차로에서 진출하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야 한다.",서울중앙지방법원 2018.4.9.선고 2017나67553판결,https://accident.knia.or.kr/video/car54-2.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차54-2&chartType=1
차54-3,"Main > 기타 유형의 사고(주차장,회전교차로 등) > 회전교차로 사고 > 회전 2차로 이상 회전진출 대 진입","⊙ 2차로형 교차로에서 내부 1차로를 주행하다 2차로로 진출하려는 A차량과 회전교차로로진입하려는 B차량과의 사고이다.
⊙ 3차로 이상 회전교차로에서도 준용된다.",30,70,,A 진로변경 신호불이행·지연(+10) | A 현저한 과실(+10) | A 중대한 과실(+20),B 현저한 과실(+10) | B 중대한 과실(+20) | B 일시정지(-10) | B 명확한 선진입(-10) | B 진입신호불이행·지연(+10),"도로교통법 제2조(정의): 이 법에서 사용하는 용어의 뜻은 다음과 같다. 13의2. 회전교차로란 교차로 중 차마가 원형의 교통섬(차마의 안전하고 원활한 교통처리나 보행자 도로횡단의 안전을 확보하기 위하여 교차로 또는 차도의 분기점 등에 설치하는 섬모양의 시설을 말한다)을 중심으로 반시계방향으로 통행하도록 한 원형의 도로를 말한다. || 도로교통법 제19조(안전거리 확보 등): ③ 모든 차의 운전자는 차의 진로를 변경하려는 경우에 그 변경하려는 방향으로 오고 있는 다른 차의 정상적인 통행에 장애를 줄 우려가 있을 때에는 진로를 변경하여서는 아니 된다. || 도로교통법 제25조의2(회전교차로 통행방법): ① 모든 차의 운전자는 회전교차로에서는 반시계방향으로 통행하여야 한다. ② 모든 차의 운전자는 회전교차로에 진입하려는 경우에는 서행하거나 일시정지하여야 하며, 이미 진행하고 있는 다른 차가 있는 때에는 그 차에 진로를 양보하여야 한다. ③ 제1항 및 제2항에 따라 회전교차로 통행을 위하여 손이나 방향지시기 또는 등화로써 신호를 하는 차가 있는 경우 그 뒤차의 운전자는 신호를 한 앞차의 진행을 방해하여서는 아니된다. || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우와 회전교차로에 진입하거나 회전교차로에서 진출하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야한다.",서울중앙지방법원 2017.12.7.선고 2017나47290 판결,https://accident.knia.or.kr/video/car54-3.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차54-3&chartType=1
차54-4,"Main > 기타 유형의 사고(주차장,회전교차로 등) > 회전교차로 사고 > 회전 2차로 이상 회전진출 대 회전","⊙ 2차로형 회전교차로에서 회전하다가 우측으로 진출하기 위해 진로변경 중인 A차량과 교차로 내에서 회전 중인 B차량이 충돌한 사고이다.
⊙ 3차로 이상 회전교차로에서도 준용된다.",60,40,,A 서행 불이행(+10) | A 현저한 과실(+10) | A 중대한 과실(+20) | A 진로변경 신호불이행·지연(+10),B 서행불이행(+10) | B 현저한 과실(+10) | B 중대한 과실(+20),"도로교통법 제2조(정의): 이 법에서 사용하는 용어의 뜻은 다음과 같다. 13의2. 회전교차로란 교차로 중 차마가 원형의 교통섬(차마의 안전하고 원활한 교통처리나 보행자 도로횡단의 안전을 확보하기 위하여 교차로 또는 차도의 분기점 등에 설치하는 섬모양의 시설을 말한다)을 중심으로 반시계방향으로 통행하도록 한 원형의 도로를 말한다. || 도로교통법 제19조(안전거리 확보 등): ③ 모든 차의 운전자는 차의 진로를 변경하려는 경우에 그 변경하려는 방향으로 오고 있는 다른 차의 정상적인 통행에 장애를 줄 우려가 있을 때에는 진로를 변경하여서는 아니 된다. || 도로교통법 제25조의2(회전교차로 통행방법): ① 모든 차의 운전자는 회전교차로에서는 반시계방향으로 통행하여야 한다. ② 모든 차의 운전자는 회전교차로에 진입하려는 경우에는 서행하거나 일시정지하여야 하며, 이미 진행하고 있는 다른 차가 있는 때에는 그 차에 진로를 양보하여야 한다. ③ 제1항 및 제2항에 따라 회전교차로 통행을 위하여 손이나 방향지시기 또는 등화로써 신호를 하는 차가 있는 경우 그 뒤차의 운전자는 신호를 한 앞차의 진행을 방해하여서는 아니된다. || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우와 회전교차로에 진입하거나 회전교차로에서 진출하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야한다.",,,https://accident.knia.or.kr/images/capture/차54-4_case1.PNG,https://accident.knia.or.kr/myaccident-content?chartNo=차54-4&chartType=1
차54-5,"Main > 기타 유형의 사고(주차장,회전교차로 등) > 회전교차로 사고 > 회전교차로 내로 좌우 동시 진입","⊙ 회전 2차로형 이상 회전 교차로 안으로 양 차량이 동시에 진입하면서, 1차로(좌측)에서 진입하는 A차량과 2차로(우측)에서 진입하는 B차량이 충돌한 사고이다.",60,40,,A 후진입 미양보(+10) | A 현저한 과실(+10) | A 중대한 과실(+20) | A 일시정지(-10),B 후진입 미양보(+10) | B 현저한 과실(+10) | B 중대한 과실(+20) | B 일시정지(-10),"도로교통법 제2조(정의): 이 법에서 사용하는 용어의 뜻은 다음과 같다. 13의2. 회전교차로란 교차로 중 차마가 원형의 교통섬(차마의 안전하고 원활한 교통처리나 보행자 도로횡단의 안전을 확보하기 위하여 교차로 또는 차도의 분기점 등에 설치하는 섬모양의 시설을 말한다)을 중심으로 반시계방향으로 통행하도록 한 원형의 도로를 말한다. || 도로교통법 제19조(안전거리 확보 등): ③ 모든 차의 운전자는 차의 진로를 변경하려는 경우에 그 변경하려는 방향으로 오고 있는 다른 차의 정상적인 통행에 장애를 줄 우려가 있을 때에는 진로를 변경하여서는 아니 된다. || 도로교통법 제25조(교차로 통행방법): ⑥ 모든 차의 운전자는 교통정리를 하고 있지 아니하고 일시정지나 양보를 표시하는 안전표지가 설치되어 있는 교차로에 들어가려고 할 때에는 다른 차의 진행을 방해하지 아니하도록 일시정지하거나 양보하여야 한다. || 도로교통법 제25조의2(회전교차로 통행방법): ① 모든 차의 운전자는 회전교차로에서는 반시계방향으로 통행하여야 한다. ② 모든 차의 운전자는 회전교차로에 진입하려는 경우에는 서행하거나 일시정지하여야 하며, 이미 진행하고 있는 다른 차가 있는 때에는 그 차에 진로를 양보하여야 한다. ③ 제1항 및 제2항에 따라 회전교차로 통행을 위하여 손이나 방향지시기 또는 등화로써 신호를 하는 차가 있는 경우 그 뒤차의 운전자는 신호를 한 앞차의 진행을 방해하여서는 아니된다. || 도로교통법 제26조(교통정리가 없는 교차로에서의 양보운전): ③ 교통정리를 하고 있지 아니하는 교차로에 동시에 들어가려고 하는 차의 운전자는 우측도로의 차에 진로를 양보하여야 한다. || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우와 회전교차로에 진입하거나 회전교차로에서 진출하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야한다. || 도로교통법 제48조(안전운전 및 친환경 경제운전의 의무): ① 모든 차 또는 노면전차의 운전자는 차 또는 노면전차의 조향장치와 제동장치, 그 밖의 장치를 정확하게 조작하여야 하며, 도로의 교통상황과 차 또는 노면전차의 구조 및 성능에 따라 다른 사람에게 위험과 장해를 주는 속도나 방법으로 운전하여서는 아니 된다.",,https://accident.knia.or.kr/video/car54-5.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차54-5&chartType=1
차55-1,"Main > 기타 유형의 사고(주차장,회전교차로 등) > 긴급자동차 사고 > 녹색직진 대 긴급자동차 적색직진",⊙ 신호가 있는 교차로에서 A차량은 정상신호에 직진하고 긴급자동차인 B차량은 적색신호에 직진하다 발생하는 사고이다.,60,40,,A 서행불이행(+10) | A 현저한 과실(+10) | A 중대한 과실(+20),B 현저한 과실(+10) | B 중대한 과실(+20) | B 서행(-10) | B 명확한 선진입(-20),"도로교통법 제2조(정의): 22. 긴급자동차란 다음 각 목의 자동차로서 그 본래의 긴급한 용도로 사용되고 있는 자동차 를 말한다. 가. 소방차 나. 구급차 다. 혈액공급차량 라. 그 밖에 대통령령으로 정하는 자동차 || 도로교통법 제29조(긴급자동차의 우선 통행): ① 긴급자동차는 제13조제3항에도 불구하고 긴급하고 부득이한 경우에는 도로의 중앙이나 좌측 부분을 통행할 수 있다. ② 긴급자동차는 이 법이나 이 법에 따른 명령에 따라 정지하여야 하는 경우에도 불구하고 긴급하고 부득이한 경우에는 정지하지 아니할 수 있다. ③ 긴급자동차의 운전자는 제1항이나 제2항의 경우에 교통안전에 특히 주의하면서 통행하여야 한다. ④ 교차로나 그 부근에서 긴급자동차가 접근하는 경우에는 차마와 노면전차의 운전자는 교차로를 피하여 일시정지하여야 한다. ⑤ 모든 차와 노면전차의 운전자는 제4항에 따른 곳 외의 곳에서 긴급자동차가 접근한 경우에는 긴급자동차가 우선통행할 수 있도록 진로를 양보하여야 한다. ⑥ 제2조제22호 각 목의 자동차 운전자는 해당 자동차를 그 본래의 긴급한 용도로 운행하지 아니하는 경우에는 「자동차관리법」에 따라 설치된 경광등을 켜거나 사이렌을 작동하여서는 아니 된다. 다만, 대통령령으로 정하는 바에 따라 범죄 및 화재 예방 등을 위한 순찰·훈련 등을 실시하는 경우에는 그러하지 아니하다. || 도로교통법 제30조(긴급자동차에 대한 특례): 긴급자동차에 대하여는 다음 각 호의 사항을 적용하지 아니한다. 다만, 제4호부터 제12호까지의 사항은 긴급자동차 중 제2조제22호가목부터 다목까지의 자동차와 대통령령으로 정하는 경찰용 자동차에 대해서만 적용하지 아니한다. 1. 제17조에 따른 자동차등의 속도 제한. 다만, 제17조에 따라 긴급자동차에 대하여 속도를 제한한 경우에는 같은 조의 규정을 적용한다. 2. 제22조에 따른 앞지르기의 금지 3. 제23조에 따른 끼어들기의 금지 4. 제5조에 따른 신호위반 5. 제13조제1항에 따른 보도침범 6. 제13조제3항에 따른 중앙선 침범 7. 제18조에 따른 횡단 등의 금지 8. 제19조에 따른 안전거리 확보 등 9. 제21조제1항에 따른 앞지르기 방법 등 10. 제32조에 따른 정차 및 주차의 금지 11. 제33조에 따른 주차금지 12. 제66조에 따른 고장 등의 조치 || 도로교통법 제158조의2(형의 감면): 긴급자동차(제2조 제22호 가목부터 다목까지의 자동차와 대통령령으로 정하는 경찰용 자동차만 해당한다)의 운전자가 그 차를 본래의 긴급한 용도로 운행하는 중에 교통사고를 일으킨 경우에는 그 긴급활동의 시급성과 불가피성 등 정상을 참작하여 제151조 또는 「교통사고처리 특례법」 제3조 제1항 또는 「특정범죄 가중처벌 등에 관한 법률」 제5조의1 ③에 따른 형을 감경하거나 면제할 수 있다. || 소방기본법 제21조(소방자동차의 우선 통행 등): ③ 모든 차와 사람은 소방자동차가 화재진압 및 구조·구급 활동을 위하여 제2항에 따라 사이렌을 사용하여 출동하는 경우에는 다음 각 호의 행위를 하여서는 아니 된다. 1. 소방자동차에 진로를 양보하지 아니하는 행위 ②. 소방자동차 앞에 끼어들거나 소방자동차를 가로막는 행위 ③. 그 밖에 소방자동차의 출동에 지장을 주는 행위",서울중앙지방법원 2015.4.24 선고 2013나60400 판결,https://accident.knia.or.kr/video/car55-1.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차55-1&chartType=1
차55-2,"Main > 기타 유형의 사고(주차장,회전교차로 등) > 긴급자동차 사고 > 직진 대 맞은편에서 긴급자동차 좌측통행",⊙ 긴급자동차가 도로 중앙 또는 좌측(왼쪽)에서 진행 중 맞은편에서 정상적으로 주행하고 있던 A 차량과 충돌한 사고이다.,60,40,,A 서행불이행(+10) | A 현저한 과실(+10) | A 중대한 과실(+20),B 현저한 과실(+10) | B 중대한 과실(+20) | B 서행(-10),"도로교통법 제2조(정의): 22. 긴급자동차란 다음 각 목의 자동차로서 그 본래의 긴급한 용도로 사용되고 있는 자동차를 말한다. 가. 소방차 나. 구급차 다. 혈액공급차량 라. 그 밖에 대통령령으로 정하는 자동차 || 도로교통법 제29조(긴급자동차의 우선 통행): ① 긴급자동차는 제13조제3항에도 불구하고 긴급하고 부득이한 경우에는 도로의 중앙이나 좌측 부분을 통행할 수 있다. ② 긴급자동차는 이 법이나 이 법에 따른 명령에 따라 정지하여야 하는 경우에도 불구하고 긴급하고 부득이한 경우에는 정지하지 아니할 수 있다. ③ 긴급자동차의 운전자는 제1항이나 제2항의 경우에 교통안전에 특히 주의하면서 통행하여야 한다. ④ 교차로나 그 부근에서 긴급자동차가 접근하는 경우에는 차마와 노면전차의 운전자는 교차로를 피하여 일시정지하여야 한다. ⑤ 모든 차와 노면전차의 운전자는 제4항에 따른 곳 외의 곳에서 긴급자동차가 접근한 경우에는 긴급자동차가 우선통행할 수 있도록 진로를 양보하여야 한다. ⑥ 제2조제22호 각 목의 자동차 운전자는 해당 자동차를 그 본래의 긴급한 용도로 운행하지 아니하는 경우에는 「자동차관리법」에 따라 설치된 경광등을 켜거나 사이렌을 작동하여서는 아니 된다. 다만, 대통령령으로 정하는 바에 따라 범죄 및 화재 예방 등을 위한 순찰·훈련 등을 실시하는 경우에는 그러하지 아니하다. || 도로교통법 제30조(긴급자동차에 대한 특례): 긴급자동차에 대하여는 다음 각 호의 사항을 적용하지 아니한다. 다만, 제4호부터 제12호까지의 사항은 긴급자동차 중 제2조제22호가목부터 다목까지의 자동차와 대통령령으로 정하는 경찰용 자동차에 대해서만 적용하지 아니한다. 1. 제17조에 따른 자동차등의 속도 제한. 다만, 제17조에 따라 긴급자동차에 대하여 속도를 제한한 경우에는 같은 조의 규정을 적용한다. 2. 제22조에 따른 앞지르기의 금지 3. 제23조에 따른 끼어들기의 금지 4. 제5조에 따른 신호위반 5. 제13조제1항에 따른 보도침범 6. 제13조제3항에 따른 중앙선 침범 7. 제18조에 따른 횡단 등의 금지 8. 제19조에 따른 안전거리 확보 등 9. 제21조제1항에 따른 앞지르기 방법 등 10. 제32조에 따른 정차 및 주차의 금지 11. 제33조에 따른 주차금지 12. 제66조에 따른 고장 등의 조치 || 도로교통법 제158조의2(형의 감면): 긴급자동차(제2조 제22호 가목부터 다목까지의 자동차와 대통령령으로 정하는 경찰용 자동차만 해당한다)의 운전자가 그 차를 본래의 긴급한 용도로 운행하는 중에 교통사고를 일으킨 경우에는 그 긴급활동의 시급성과 불가피성 등 정상을 참작하여 제151조 또는 「교통사고처리 특례법」 제3조 제1항 또는 「특정범죄 가중처벌 등에 관한 법률」 제5조의1 ③에 따른 형을 감경하거나 면제할 수 있다. || 소방기본법 제21조(소방자동차의 우선 통행 등): ③ 모든 차와 사람은 소방자동차가 화재진압 및 구조·구급 활동을 위하여 제2항에 따라 사이렌을 사용하여 출동하는 경우에는 다음 각 호의 행위를 하여서는 아니 된다. 1. 소방자동차에 진로를 양보하지 아니하는 행위 ②. 소방자동차 앞에 끼어들거나 소방자동차를 가로막는 행위 ③. 그 밖에 소방자동차의 출동에 지장을 주는 행위",,https://accident.knia.or.kr/video/car55-2.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차55-2&chartType=1
